subject,rating_col,rating,song_id,genre_allmusic,trackname,danceability,valence,energy,acousticness,instrumentalness,speechiness,liveness,tempo,loudness,density,like_label,danceability_like,valence_like,energy_like,acousticness_like,instrumentalness_like,speechiness_like,liveness_like,tempo_like,loudness_like,density_like,preferred_genre
S184,s29r,2.0,29,country,Three Wooden Crosses,0.523,0.391,0.501,0.459,0.0,0.0366,0.0818,158.179,-9.276,7.432217886,dislike,0.6044,0.6155999999999999,0.5844,0.37856,3.2619999999999994e-06,0.03406,0.19929999999999998,118.86480000000002,-7.4677999999999995,10.1266363844,rnb
S185,s49r,5.0,49,rap,"Young, Wild & Free (feat. Bruno Mars)",0.553,0.551,0.652,0.0897,0.0,0.206,0.111,94.505,-6.685,1.198655446,like,0.64825,0.6677500000000001,0.68875,0.157725,0.0,0.08449999999999999,0.22375,102.97399999999999,-6.45625,9.97045912875,rnb
S185,s20r,1.0,20,classical,Epilogue,0.19,0.0786,0.0739,0.975,0.11,0.0333,0.0725,99.994,-21.4,149.1726129,dislike,0.64825,0.6677500000000001,0.68875,0.157725,0.0,0.08449999999999999,0.22375,102.97399999999999,-6.45625,9.97045912875,rnb
S185,s12r,1.0,12,classical,"Bassoon Concerto in B-Flat Major, K. 191: II. Andante ma adagio - Cadenza: Dietmar Zeman",0.137,0.0666,0.0223,0.99,0.904,0.0399,0.0902,68.914,-28.639,1112.230131,dislike,0.64825,0.6677500000000001,0.68875,0.157725,0.0,0.08449999999999999,0.22375,102.97399999999999,-6.45625,9.97045912875,rnb
S185,s17r,1.0,17,classical,Gabriel's Oboe,0.233,0.0675,0.195,0.96,0.914,0.0461,0.0793,61.211,-17.202,155.821534,dislike,0.64825,0.6677500000000001,0.68875,0.157725,0.0,0.08449999999999999,0.22375,102.97399999999999,-6.45625,9.97045912875,rnb
S185,s4r,4.0,4,pop-rock,Runaway Train,0.613,0.561,0.72,0.0132,0.0,0.0425,0.104,117.341,-7.957,18.64502102,like,0.64825,0.6677500000000001,0.68875,0.157725,0.0,0.08449999999999999,0.22375,102.97399999999999,-6.45625,9.97045912875,rnb
S185,s32r,1.0,32,electronic,When You Leave - Breathe Carolina Remix,0.679,0.819,0.909,0.0334,0.0,0.105,0.269,119.885,-2.929,18.31688538,dislike,0.64825,0.6677500000000001,0.68875,0.157725,0.0,0.08449999999999999,0.22375,102.97399999999999,-6.45625,9.97045912875,rnb
S185,s54r,4.0,54,rnb,Rockin' That Shit,0.672,0.627,0.62,0.123,0.0,0.0422,0.362,78.005,-4.865,15.84948856,like,0.64825,0.6677500000000001,0.68875,0.157725,0.0,0.08449999999999999,0.22375,102.97399999999999,-6.45625,9.97045912875,rnb
S185,s59r,4.0,59,rnb,"When the Going Gets Tough, The Tough Get Going",0.755,0.932,0.763,0.405,0.0,0.0473,0.318,122.045,-6.318,4.188671489,like,0.64825,0.6677500000000001,0.68875,0.157725,0.0,0.08449999999999999,0.22375,102.97399999999999,-6.45625,9.97045912875,rnb
S185,s26r,1.0,26,country,Aw Naw,0.652,0.491,0.859,0.0639,0.0,0.0358,0.0777,109.971,-3.746,2.987504699,dislike,0.64825,0.6677500000000001,0.68875,0.157725,0.0,0.08449999999999999,0.22375,102.97399999999999,-6.45625,9.97045912875,rnb
S185,s16r,1.0,16,classical,"Manon Lescaut / Act 2: ""In quelle trine morbide""",0.181,0.0383,0.114,0.987,0.0779,0.0501,0.1,168.13,-17.469,3399.922569,dislike,0.64825,0.6677500000000001,0.68875,0.157725,0.0,0.08449999999999999,0.22375,102.97399999999999,-6.45625,9.97045912875,rnb
S185,s57r,2.0,57,rnb,A Teenager In Love,0.555,0.619,0.377,0.671,0.0,0.0295,0.128,78.986,-9.123,10.0993002,dislike,0.64825,0.6677500000000001,0.68875,0.157725,0.0,0.08449999999999999,0.22375,102.97399999999999,-6.45625,9.97045912875,rnb
S185,s11r,1.0,11,classical,"Requiem in D Minor, K. 626: 3. Sequentia: Dies irae - Live",0.46,0.513,0.387,0.934,0.279,0.0311,0.48,72.376,-13.384,7.68764185,dislike,0.64825,0.6677500000000001,0.68875,0.157725,0.0,0.08449999999999999,0.22375,102.97399999999999,-6.45625,9.97045912875,rnb
S185,s24r,3.0,24,country,Deeper Than the Holler,0.647,0.437,0.482,0.29,0.0,0.0262,0.232,142.648,-8.591,9.361615594,neutral,0.64825,0.6677500000000001,0.68875,0.157725,0.0,0.08449999999999999,0.22375,102.97399999999999,-6.45625,9.97045912875,rnb
S185,s35r,2.0,35,electronic,The Prince,0.61,0.299,0.781,0.00361,0.135,0.0379,0.323,95.003,-5.694,485.3799732,dislike,0.64825,0.6677500000000001,0.68875,0.157725,0.0,0.08449999999999999,0.22375,102.97399999999999,-6.45625,9.97045912875,rnb
S185,s23r,3.0,23,country,Not Ready to Make Nice,0.425,0.288,0.554,0.134,8.56e-05,0.0298,0.0963,83.917,-4.145,4.988259917,neutral,0.64825,0.6677500000000001,0.68875,0.157725,0.0,0.08449999999999999,0.22375,102.97399999999999,-6.45625,9.97045912875,rnb
S186,s25r,3.0,25,country,Losing Sleep,0.584,0.634,0.621,0.0715,1.68e-06,0.0443,0.389,92.003,-5.703,11.88066173,neutral,0.57525,0.6857500000000001,0.679125,0.24853124999999998,0.05355049875,0.1076625,0.2308125,120.10975,-8.101,19.864177364875,pop-rock
S186,s40r,5.0,40,electronic,Antidote - Radio Edit,0.648,0.633,0.859,0.00645,0.0282,0.111,0.135,128.03,-4.974,78.44312827,like,0.57525,0.6857500000000001,0.679125,0.24853124999999998,0.05355049875,0.1076625,0.2308125,120.10975,-8.101,19.864177364875,pop-rock
S186,s3r,4.0,3,pop-rock,Centerfold,0.653,0.888,0.677,0.249,0.0,0.0396,0.403,114.37,-12.244,19.30405677,like,0.57525,0.6857500000000001,0.679125,0.24853124999999998,0.05355049875,0.1076625,0.2308125,120.10975,-8.101,19.864177364875,pop-rock
S186,s44r,5.0,44,rap,Get Money (feat. Junior M.A.F.I.A.) - 2007 Remaster,0.711,0.912,0.871,0.398,1.69e-06,0.294,0.171,91.153,-4.32,1.774843317,like,0.57525,0.6857500000000001,0.679125,0.24853124999999998,0.05355049875,0.1076625,0.2308125,120.10975,-8.101,19.864177364875,pop-rock
S186,s18r,4.0,18,classical,Danza Hungara Nº5,0.33,0.33,0.159,0.83,0.4,0.0486,0.145,143.229,-15.943,5.668184706,like,0.57525,0.6857500000000001,0.679125,0.24853124999999998,0.05355049875,0.1076625,0.2308125,120.10975,-8.101,19.864177364875,pop-rock
S186,s37r,4.0,37,electronic,Trigger,0.57,0.378,0.585,0.128,0.000105,0.251,0.111,97.285,-7.041,3.525144112,like,0.57525,0.6857500000000001,0.679125,0.24853124999999998,0.05355049875,0.1076625,0.2308125,120.10975,-8.101,19.864177364875,pop-rock
S186,s58r,4.0,58,rnb,Be My Baby,0.512,0.803,0.771,0.168,0.0,0.0402,0.0895,129.639,-7.006,9.392343334,like,0.57525,0.6857500000000001,0.679125,0.24853124999999998,0.05355049875,0.1076625,0.2308125,120.10975,-8.101,19.864177364875,pop-rock
S186,s16r,3.0,16,classical,"Manon Lescaut / Act 2: ""In quelle trine morbide""",0.181,0.0383,0.114,0.987,0.0779,0.0501,0.1,168.13,-17.469,3399.922569,neutral,0.57525,0.6857500000000001,0.679125,0.24853124999999998,0.05355049875,0.1076625,0.2308125,120.10975,-8.101,19.864177364875,pop-rock
S186,s28r,2.0,28,country,American Honey,0.588,0.121,0.684,0.508,0.0,0.0288,0.141,85.997,-5.154,0.06343867,dislike,0.57525,0.6857500000000001,0.679125,0.24853124999999998,0.05355049875,0.1076625,0.2308125,120.10975,-8.101,19.864177364875,pop-rock
S186,s1r,5.0,1,pop-rock,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",0.601,0.673,0.703,0.175,8.4e-05,0.0379,0.571,106.164,-6.24,19.36528286,like,0.57525,0.6857500000000001,0.679125,0.24853124999999998,0.05355049875,0.1076625,0.2308125,120.10975,-8.101,19.864177364875,pop-rock
S186,s29r,2.0,29,country,Three Wooden Crosses,0.523,0.391,0.501,0.459,0.0,0.0366,0.0818,158.179,-9.276,7.432217886,dislike,0.57525,0.6857500000000001,0.679125,0.24853124999999998,0.05355049875,0.1076625,0.2308125,120.10975,-8.101,19.864177364875,pop-rock
S186,s7r,3.0,7,pop-rock,I'm a Slave 4 U,0.847,0.963,0.843,0.415,0.000134,0.106,0.107,110.027,-3.579,3.761015186,neutral,0.57525,0.6857500000000001,0.679125,0.24853124999999998,0.05355049875,0.1076625,0.2308125,120.10975,-8.101,19.864177364875,pop-rock
S186,s38r,3.0,38,electronic,IZ-US,0.581,0.315,0.459,0.0398,0.881,0.0314,0.151,119.042,-14.519,4.226005274,neutral,0.57525,0.6857500000000001,0.679125,0.24853124999999998,0.05355049875,0.1076625,0.2308125,120.10975,-8.101,19.864177364875,pop-rock
S186,s27r,3.0,27,country,Raised on Country,0.572,0.79,0.794,0.395,0.0,0.0455,0.23,148.095,-3.224,2.700564182,neutral,0.57525,0.6857500000000001,0.679125,0.24853124999999998,0.05355049875,0.1076625,0.2308125,120.10975,-8.101,19.864177364875,pop-rock
S186,s8r,5.0,8,pop-rock,Message In A Bottle,0.577,0.869,0.808,0.0338,1.33e-05,0.039,0.221,151.008,-7.04,21.44043555,like,0.57525,0.6857500000000001,0.679125,0.24853124999999998,0.05355049875,0.1076625,0.2308125,120.10975,-8.101,19.864177364875,pop-rock
S9,s11r,4.0,11,classical,"Requiem in D Minor, K. 626: 3. Sequentia: Dies irae - Live",0.46,0.513,0.387,0.934,0.279,0.0311,0.48,72.376,-13.384,7.68764185,like,0.4502,0.44552,0.52606,0.43113999999999997,0.23661978,0.03512,0.19304000000000002,97.2372,-11.3908,229.86679460320002,classical
S9,s31r,2.0,31,electronic,Falaise,0.356,0.0397,0.401,0.434,0.789,0.0467,0.176,142.945,-14.475,20.14415792,dislike,0.4502,0.44552,0.52606,0.43113999999999997,0.23661978,0.03512,0.19304000000000002,97.2372,-11.3908,229.86679460320002,classical
S9,s26r,4.0,26,country,Aw Naw,0.652,0.491,0.859,0.0639,0.0,0.0358,0.0777,109.971,-3.746,2.987504699,like,0.4502,0.44552,0.52606,0.43113999999999997,0.23661978,0.03512,0.19304000000000002,97.2372,-11.3908,229.86679460320002,classical
S9,s60r,3.0,60,rnb,Between the Sheets,0.719,0.575,0.377,0.661,0.0,0.0974,0.0902,83.919,-12.585,4.909530227,neutral,0.4502,0.44552,0.52606,0.43113999999999997,0.23661978,0.03512,0.19304000000000002,97.2372,-11.3908,229.86679460320002,classical
S9,s35r,3.0,35,electronic,The Prince,0.61,0.299,0.781,0.00361,0.135,0.0379,0.323,95.003,-5.694,485.3799732,neutral,0.4502,0.44552,0.52606,0.43113999999999997,0.23661978,0.03512,0.19304000000000002,97.2372,-11.3908,229.86679460320002,classical
S9,s48r,3.0,48,rap,At My Worst (feat. Kehlani),0.731,0.35,0.484,0.73,3.01e-06,0.0354,0.326,92.043,-5.579,0.339487244,neutral,0.4502,0.44552,0.52606,0.43113999999999997,0.23661978,0.03512,0.19304000000000002,97.2372,-11.3908,229.86679460320002,classical
S9,s5r,3.0,5,pop-rock,Nutshell,0.384,0.159,0.561,0.373,0.253,0.0296,0.0775,136.136,-10.059,1.943766474,neutral,0.4502,0.44552,0.52606,0.43113999999999997,0.23661978,0.03512,0.19304000000000002,97.2372,-11.3908,229.86679460320002,classical
S9,s23r,4.0,23,country,Not Ready to Make Nice,0.425,0.288,0.554,0.134,8.56e-05,0.0298,0.0963,83.917,-4.145,4.988259917,like,0.4502,0.44552,0.52606,0.43113999999999997,0.23661978,0.03512,0.19304000000000002,97.2372,-11.3908,229.86679460320002,classical
S9,s8r,4.0,8,pop-rock,Message In A Bottle,0.577,0.869,0.808,0.0338,1.33e-05,0.039,0.221,151.008,-7.04,21.44043555,like,0.4502,0.44552,0.52606,0.43113999999999997,0.23661978,0.03512,0.19304000000000002,97.2372,-11.3908,229.86679460320002,classical
S9,s7r,2.0,7,pop-rock,I'm a Slave 4 U,0.847,0.963,0.843,0.415,0.000134,0.106,0.107,110.027,-3.579,3.761015186,dislike,0.4502,0.44552,0.52606,0.43113999999999997,0.23661978,0.03512,0.19304000000000002,97.2372,-11.3908,229.86679460320002,classical
S9,s12r,4.0,12,classical,"Bassoon Concerto in B-Flat Major, K. 191: II. Andante ma adagio - Cadenza: Dietmar Zeman",0.137,0.0666,0.0223,0.99,0.904,0.0399,0.0902,68.914,-28.639,1112.230131,like,0.4502,0.44552,0.52606,0.43113999999999997,0.23661978,0.03512,0.19304000000000002,97.2372,-11.3908,229.86679460320002,classical
S9,s53r,3.0,53,rnb,How You Want It? (feat. King Combs),0.425,0.715,0.706,0.276,0.0,0.193,0.0998,89.331,-2.766,3.104600429,neutral,0.4502,0.44552,0.52606,0.43113999999999997,0.23661978,0.03512,0.19304000000000002,97.2372,-11.3908,229.86679460320002,classical
S9,s42r,1.0,42,rap,HUMBLE.,0.908,0.421,0.621,0.000282,5.39e-05,0.102,0.0958,150.011,-6.638,21.33760309,dislike,0.4502,0.44552,0.52606,0.43113999999999997,0.23661978,0.03512,0.19304000000000002,97.2372,-11.3908,229.86679460320002,classical
S9,s9r,3.0,9,pop-rock,Purple Haze,0.533,0.486,0.905,0.00876,0.578,0.0754,0.0698,108.9,-5.27,13.3656485,neutral,0.4502,0.44552,0.52606,0.43113999999999997,0.23661978,0.03512,0.19304000000000002,97.2372,-11.3908,229.86679460320002,classical
S9,s25r,3.0,25,country,Losing Sleep,0.584,0.634,0.621,0.0715,1.68e-06,0.0443,0.389,92.003,-5.703,11.88066173,neutral,0.4502,0.44552,0.52606,0.43113999999999997,0.23661978,0.03512,0.19304000000000002,97.2372,-11.3908,229.86679460320002,classical
anonymous,s5r,2.0,5,pop-rock,Nutshell,0.384,0.159,0.561,0.373,0.253,0.0296,0.0775,136.136,-10.059,1.943766474,dislike,0.62725,0.7305,0.768,0.18655,0.0002155,0.03785,0.20177499999999998,113.4425,-6.26675,12.662535114250002,pop-rock
anonymous,s2r,4.0,2,pop-rock,Beast Of Burden - Remastered,0.783,0.885,0.878,0.39,0.000778,0.0308,0.0426,100.626,-3.864,3.247493243,like,0.62725,0.7305,0.768,0.18655,0.0002155,0.03785,0.20177499999999998,113.4425,-6.26675,12.662535114250002,pop-rock
anonymous,s55r,2.0,55,rnb,Have You Ever,0.698,0.275,0.533,0.542,0.0,0.0437,0.333,134.001,-6.246,0.446350742,dislike,0.62725,0.7305,0.768,0.18655,0.0002155,0.03785,0.20177499999999998,113.4425,-6.26675,12.662535114250002,pop-rock
anonymous,s50r,2.0,50,rap,You Know How We Do It - Remastered,0.747,0.601,0.52,0.0977,0.0537,0.0357,0.142,92.869,-10.523,25.36096214,dislike,0.62725,0.7305,0.768,0.18655,0.0002155,0.03785,0.20177499999999998,113.4425,-6.26675,12.662535114250002,pop-rock
anonymous,s29r,2.0,29,country,Three Wooden Crosses,0.523,0.391,0.501,0.459,0.0,0.0366,0.0818,158.179,-9.276,7.432217886,dislike,0.62725,0.7305,0.768,0.18655,0.0002155,0.03785,0.20177499999999998,113.4425,-6.26675,12.662535114250002,pop-rock
anonymous,s58r,4.0,58,rnb,Be My Baby,0.512,0.803,0.771,0.168,0.0,0.0402,0.0895,129.639,-7.006,9.392343334,like,0.62725,0.7305,0.768,0.18655,0.0002155,0.03785,0.20177499999999998,113.4425,-6.26675,12.662535114250002,pop-rock
anonymous,s1r,4.0,1,pop-rock,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",0.601,0.673,0.703,0.175,8.4e-05,0.0379,0.571,106.164,-6.24,19.36528286,like,0.62725,0.7305,0.768,0.18655,0.0002155,0.03785,0.20177499999999998,113.4425,-6.26675,12.662535114250002,pop-rock
anonymous,s38r,2.0,38,electronic,IZ-US,0.581,0.315,0.459,0.0398,0.881,0.0314,0.151,119.042,-14.519,4.226005274,dislike,0.62725,0.7305,0.768,0.18655,0.0002155,0.03785,0.20177499999999998,113.4425,-6.26675,12.662535114250002,pop-rock
anonymous,s36r,2.0,36,electronic,Jóga,0.226,0.228,0.699,0.403,5.65e-05,0.065,0.0797,145.852,-6.327,0.054892393,dislike,0.62725,0.7305,0.768,0.18655,0.0002155,0.03785,0.20177499999999998,113.4425,-6.26675,12.662535114250002,pop-rock
anonymous,s37r,3.0,37,electronic,Trigger,0.57,0.378,0.585,0.128,0.000105,0.251,0.111,97.285,-7.041,3.525144112,neutral,0.62725,0.7305,0.768,0.18655,0.0002155,0.03785,0.20177499999999998,113.4425,-6.26675,12.662535114250002,pop-rock
anonymous,s54r,3.0,54,rnb,Rockin' That Shit,0.672,0.627,0.62,0.123,0.0,0.0422,0.362,78.005,-4.865,15.84948856,neutral,0.62725,0.7305,0.768,0.18655,0.0002155,0.03785,0.20177499999999998,113.4425,-6.26675,12.662535114250002,pop-rock
anonymous,s7r,3.0,7,pop-rock,I'm a Slave 4 U,0.847,0.963,0.843,0.415,0.000134,0.106,0.107,110.027,-3.579,3.761015186,neutral,0.62725,0.7305,0.768,0.18655,0.0002155,0.03785,0.20177499999999998,113.4425,-6.26675,12.662535114250002,pop-rock
anonymous,s4r,4.0,4,pop-rock,Runaway Train,0.613,0.561,0.72,0.0132,0.0,0.0425,0.104,117.341,-7.957,18.64502102,like,0.62725,0.7305,0.768,0.18655,0.0002155,0.03785,0.20177499999999998,113.4425,-6.26675,12.662535114250002,pop-rock
anonymous,s52r,3.0,52,rnb,Un-Break My Heart - Classic Radio Mix,0.764,0.353,0.966,0.105,4.34e-05,0.0506,0.12,122.674,-6.286,0.040596158,neutral,0.62725,0.7305,0.768,0.18655,0.0002155,0.03785,0.20177499999999998,113.4425,-6.26675,12.662535114250002,pop-rock
anonymous,s22r,3.0,22,country,Babe,0.535,0.664,0.777,0.0187,1.62e-06,0.207,0.136,171.72,-3.292,8.649252465,neutral,0.62725,0.7305,0.768,0.18655,0.0002155,0.03785,0.20177499999999998,113.4425,-6.26675,12.662535114250002,pop-rock
