subject,rating_col,rating,song_id,genre_allmusic,trackname,danceability,valence,energy,acousticness,instrumentalness,speechiness,liveness,tempo,loudness,density,like_label,danceability_like,valence_like,energy_like,acousticness_like,instrumentalness_like,speechiness_like,liveness_like,tempo_like,loudness_like,density_like,preferred_genre
S128,s57r,1.0,57,rnb,A Teenager In Love,0.555,0.619,0.377,0.671,0.0,0.0295,0.128,78.986,-9.123,10.0993002,dislike,0.54225,0.39575000000000005,0.6245,0.046751190000000005,0.4385214,0.033100000000000004,0.120825,114.94,-8.82625,43.017827952750004,pop-rock
S128,s18r,1.0,18,classical,Danza Hungara Nº5,0.33,0.33,0.159,0.83,0.4,0.0486,0.145,143.229,-15.943,5.668184706,dislike,0.54225,0.39575000000000005,0.6245,0.046751190000000005,0.4385214,0.033100000000000004,0.120825,114.94,-8.82625,43.017827952750004,pop-rock
S128,s11r,1.0,11,classical,"Requiem in D Minor, K. 626: 3. Sequentia: Dies irae - Live",0.46,0.513,0.387,0.934,0.279,0.0311,0.48,72.376,-13.384,7.68764185,dislike,0.54225,0.39575000000000005,0.6245,0.046751190000000005,0.4385214,0.033100000000000004,0.120825,114.94,-8.82625,43.017827952750004,pop-rock
S128,s28r,2.0,28,country,American Honey,0.588,0.121,0.684,0.508,0.0,0.0288,0.141,85.997,-5.154,0.06343867,dislike,0.54225,0.39575000000000005,0.6245,0.046751190000000005,0.4385214,0.033100000000000004,0.120825,114.94,-8.82625,43.017827952750004,pop-rock
S128,s19r,2.0,19,classical,"Cello Concerto in E Minor, Op.85 (1997 - Remaster): I. Adagio - Moderato",0.124,0.0433,0.0978,0.952,0.218,0.0432,0.112,96.309,-22.849,1565.979867,dislike,0.54225,0.39575000000000005,0.6245,0.046751190000000005,0.4385214,0.033100000000000004,0.120825,114.94,-8.82625,43.017827952750004,pop-rock
S128,s23r,4.0,23,country,Not Ready to Make Nice,0.425,0.288,0.554,0.134,8.56e-05,0.0298,0.0963,83.917,-4.145,4.988259917,like,0.54225,0.39575000000000005,0.6245,0.046751190000000005,0.4385214,0.033100000000000004,0.120825,114.94,-8.82625,43.017827952750004,pop-rock
S128,s32r,2.0,32,electronic,When You Leave - Breathe Carolina Remix,0.679,0.819,0.909,0.0334,0.0,0.105,0.269,119.885,-2.929,18.31688538,dislike,0.54225,0.39575000000000005,0.6245,0.046751190000000005,0.4385214,0.033100000000000004,0.120825,114.94,-8.82625,43.017827952750004,pop-rock
S128,s34r,2.0,34,electronic,Colours,0.628,0.107,0.814,0.0277,2.34e-05,0.1,0.138,125.016,-5.743,5.17035846,dislike,0.54225,0.39575000000000005,0.6245,0.046751190000000005,0.4385214,0.033100000000000004,0.120825,114.94,-8.82625,43.017827952750004,pop-rock
S128,s38r,4.0,38,electronic,IZ-US,0.581,0.315,0.459,0.0398,0.881,0.0314,0.151,119.042,-14.519,4.226005274,like,0.54225,0.39575000000000005,0.6245,0.046751190000000005,0.4385214,0.033100000000000004,0.120825,114.94,-8.82625,43.017827952750004,pop-rock
S129,s38r,3.0,38,electronic,IZ-US,0.581,0.315,0.459,0.0398,0.881,0.0314,0.151,119.042,-14.519,4.226005274,neutral,0.7035,0.681,0.6134999999999999,0.24735000000000001,0.02685,0.12185,0.1765,91.074,-8.1405,14.012684482000001,rap
S129,s25r,1.0,25,country,Losing Sleep,0.584,0.634,0.621,0.0715,1.68e-06,0.0443,0.389,92.003,-5.703,11.88066173,dislike,0.7035,0.681,0.6134999999999999,0.24735000000000001,0.02685,0.12185,0.1765,91.074,-8.1405,14.012684482000001,rap
S129,s14r,2.0,14,classical,"Organ Sonata No. 4, BWV 528: 2. Andante [Adagio] (Transcr. by August Stradal)",0.384,0.0618,0.0414,0.992,0.897,0.0378,0.0684,71.224,-23.019,865.4244028,dislike,0.7035,0.681,0.6134999999999999,0.24735000000000001,0.02685,0.12185,0.1765,91.074,-8.1405,14.012684482000001,rap
S129,s50r,5.0,50,rap,You Know How We Do It - Remastered,0.747,0.601,0.52,0.0977,0.0537,0.0357,0.142,92.869,-10.523,25.36096214,like,0.7035,0.681,0.6134999999999999,0.24735000000000001,0.02685,0.12185,0.1765,91.074,-8.1405,14.012684482000001,rap
S129,s24r,2.0,24,country,Deeper Than the Holler,0.647,0.437,0.482,0.29,0.0,0.0262,0.232,142.648,-8.591,9.361615594,dislike,0.7035,0.681,0.6134999999999999,0.24735000000000001,0.02685,0.12185,0.1765,91.074,-8.1405,14.012684482000001,rap
S129,s42r,3.0,42,rap,HUMBLE.,0.908,0.421,0.621,0.000282,5.39e-05,0.102,0.0958,150.011,-6.638,21.33760309,neutral,0.7035,0.681,0.6134999999999999,0.24735000000000001,0.02685,0.12185,0.1765,91.074,-8.1405,14.012684482000001,rap
S129,s30r,1.0,30,country,I'm Alright,0.676,0.591,0.733,0.191,0.0,0.0294,0.192,98.234,-7.745,10.10065238,dislike,0.7035,0.681,0.6134999999999999,0.24735000000000001,0.02685,0.12185,0.1765,91.074,-8.1405,14.012684482000001,rap
S129,s46r,4.0,46,rap,I Need a Girl (Pt. 1) [feat. Usher & Loon],0.66,0.761,0.707,0.397,0.0,0.208,0.211,89.279,-5.758,2.664406824,like,0.7035,0.681,0.6134999999999999,0.24735000000000001,0.02685,0.12185,0.1765,91.074,-8.1405,14.012684482000001,rap
S129,s41r,1.0,41,rap,Revenge,0.844,0.476,0.574,0.306,0.0,0.382,0.11,158.047,-4.886,1.629350053,dislike,0.7035,0.681,0.6134999999999999,0.24735000000000001,0.02685,0.12185,0.1765,91.074,-8.1405,14.012684482000001,rap
S129,s28r,1.0,28,country,American Honey,0.588,0.121,0.684,0.508,0.0,0.0288,0.141,85.997,-5.154,0.06343867,dislike,0.7035,0.681,0.6134999999999999,0.24735000000000001,0.02685,0.12185,0.1765,91.074,-8.1405,14.012684482000001,rap
S129,s34r,1.0,34,electronic,Colours,0.628,0.107,0.814,0.0277,2.34e-05,0.1,0.138,125.016,-5.743,5.17035846,dislike,0.7035,0.681,0.6134999999999999,0.24735000000000001,0.02685,0.12185,0.1765,91.074,-8.1405,14.012684482000001,rap
S129,s13r,2.0,13,classical,"Serenade for Strings in C major, Op. 48: II. Walzer: Moderato, tempo di valse",0.241,0.187,0.122,0.925,0.66,0.0497,0.126,66.325,-22.411,59.96761182,dislike,0.7035,0.681,0.6134999999999999,0.24735000000000001,0.02685,0.12185,0.1765,91.074,-8.1405,14.012684482000001,rap
S129,s4r,1.0,4,pop-rock,Runaway Train,0.613,0.561,0.72,0.0132,0.0,0.0425,0.104,117.341,-7.957,18.64502102,dislike,0.7035,0.681,0.6134999999999999,0.24735000000000001,0.02685,0.12185,0.1765,91.074,-8.1405,14.012684482000001,rap
S129,s3r,3.0,3,pop-rock,Centerfold,0.653,0.888,0.677,0.249,0.0,0.0396,0.403,114.37,-12.244,19.30405677,neutral,0.7035,0.681,0.6134999999999999,0.24735000000000001,0.02685,0.12185,0.1765,91.074,-8.1405,14.012684482000001,rap
S129,s29r,2.0,29,country,Three Wooden Crosses,0.523,0.391,0.501,0.459,0.0,0.0366,0.0818,158.179,-9.276,7.432217886,dislike,0.7035,0.681,0.6134999999999999,0.24735000000000001,0.02685,0.12185,0.1765,91.074,-8.1405,14.012684482000001,rap
S137,s16r,2.0,16,classical,"Manon Lescaut / Act 2: ""In quelle trine morbide""",0.181,0.0383,0.114,0.987,0.0779,0.0501,0.1,168.13,-17.469,3399.922569,dislike,0.679,0.819,0.909,0.0334,0.0,0.105,0.269,119.885,-2.929,18.31688538,electronic
S137,s32r,4.0,32,electronic,When You Leave - Breathe Carolina Remix,0.679,0.819,0.909,0.0334,0.0,0.105,0.269,119.885,-2.929,18.31688538,like,0.679,0.819,0.909,0.0334,0.0,0.105,0.269,119.885,-2.929,18.31688538,electronic
S137,s51r,2.0,51,rnb,A Song for You,0.332,0.0719,0.22,0.821,0.000205,0.036,0.245,100.196,-13.157,1.052024647,dislike,0.679,0.819,0.909,0.0334,0.0,0.105,0.269,119.885,-2.929,18.31688538,electronic
S137,s3r,3.0,3,pop-rock,Centerfold,0.653,0.888,0.677,0.249,0.0,0.0396,0.403,114.37,-12.244,19.30405677,neutral,0.679,0.819,0.909,0.0334,0.0,0.105,0.269,119.885,-2.929,18.31688538,electronic
S137,s5r,2.0,5,pop-rock,Nutshell,0.384,0.159,0.561,0.373,0.253,0.0296,0.0775,136.136,-10.059,1.943766474,dislike,0.679,0.819,0.909,0.0334,0.0,0.105,0.269,119.885,-2.929,18.31688538,electronic
S137,s26r,3.0,26,country,Aw Naw,0.652,0.491,0.859,0.0639,0.0,0.0358,0.0777,109.971,-3.746,2.987504699,neutral,0.679,0.819,0.909,0.0334,0.0,0.105,0.269,119.885,-2.929,18.31688538,electronic
S137,s36r,2.0,36,electronic,Jóga,0.226,0.228,0.699,0.403,5.65e-05,0.065,0.0797,145.852,-6.327,0.054892393,dislike,0.679,0.819,0.909,0.0334,0.0,0.105,0.269,119.885,-2.929,18.31688538,electronic
S137,s41r,3.0,41,rap,Revenge,0.844,0.476,0.574,0.306,0.0,0.382,0.11,158.047,-4.886,1.629350053,neutral,0.679,0.819,0.909,0.0334,0.0,0.105,0.269,119.885,-2.929,18.31688538,electronic
S137,s46r,3.0,46,rap,I Need a Girl (Pt. 1) [feat. Usher & Loon],0.66,0.761,0.707,0.397,0.0,0.208,0.211,89.279,-5.758,2.664406824,neutral,0.679,0.819,0.909,0.0334,0.0,0.105,0.269,119.885,-2.929,18.31688538,electronic
S137,s50r,3.0,50,rap,You Know How We Do It - Remastered,0.747,0.601,0.52,0.0977,0.0537,0.0357,0.142,92.869,-10.523,25.36096214,neutral,0.679,0.819,0.909,0.0334,0.0,0.105,0.269,119.885,-2.929,18.31688538,electronic
S137,s28r,3.0,28,country,American Honey,0.588,0.121,0.684,0.508,0.0,0.0288,0.141,85.997,-5.154,0.06343867,neutral,0.679,0.819,0.909,0.0334,0.0,0.105,0.269,119.885,-2.929,18.31688538,electronic
S137,s53r,2.0,53,rnb,How You Want It? (feat. King Combs),0.425,0.715,0.706,0.276,0.0,0.193,0.0998,89.331,-2.766,3.104600429,dislike,0.679,0.819,0.909,0.0334,0.0,0.105,0.269,119.885,-2.929,18.31688538,electronic
S137,s15r,2.0,15,classical,"Water Music Suite No. 1 In F, HWV 348: 2. Adagio e staccato",0.201,0.0842,0.036,0.95,0.891,0.0445,0.116,106.02,-24.204,135.7743758,dislike,0.679,0.819,0.909,0.0334,0.0,0.105,0.269,119.885,-2.929,18.31688538,electronic
S137,s1r,3.0,1,pop-rock,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",0.601,0.673,0.703,0.175,8.4e-05,0.0379,0.571,106.164,-6.24,19.36528286,neutral,0.679,0.819,0.909,0.0334,0.0,0.105,0.269,119.885,-2.929,18.31688538,electronic
S137,s2r,2.0,2,pop-rock,Beast Of Burden - Remastered,0.783,0.885,0.878,0.39,0.000778,0.0308,0.0426,100.626,-3.864,3.247493243,dislike,0.679,0.819,0.909,0.0334,0.0,0.105,0.269,119.885,-2.929,18.31688538,electronic
S139,s59r,1.0,59,rnb,"When the Going Gets Tough, The Tough Get Going",0.755,0.932,0.763,0.405,0.0,0.0473,0.318,122.045,-6.318,4.188671489,dislike,0.55,0.419,0.765,4.76e-06,0.873,0.0287,0.132,139.46,-8.684,144.2120256,pop-rock
S139,s52r,1.0,52,rnb,Un-Break My Heart - Classic Radio Mix,0.764,0.353,0.966,0.105,4.34e-05,0.0506,0.12,122.674,-6.286,0.040596158,dislike,0.55,0.419,0.765,4.76e-06,0.873,0.0287,0.132,139.46,-8.684,144.2120256,pop-rock
S139,s19r,2.0,19,classical,"Cello Concerto in E Minor, Op.85 (1997 - Remaster): I. Adagio - Moderato",0.124,0.0433,0.0978,0.952,0.218,0.0432,0.112,96.309,-22.849,1565.979867,dislike,0.55,0.419,0.765,4.76e-06,0.873,0.0287,0.132,139.46,-8.684,144.2120256,pop-rock
S139,s29r,2.0,29,country,Three Wooden Crosses,0.523,0.391,0.501,0.459,0.0,0.0366,0.0818,158.179,-9.276,7.432217886,dislike,0.55,0.419,0.765,4.76e-06,0.873,0.0287,0.132,139.46,-8.684,144.2120256,pop-rock
S139,s10r,3.0,10,pop-rock,Ramble On - 1990 Remaster,0.468,0.886,0.607,0.072,0.000852,0.0336,0.225,98.429,-11.367,8.623594407,neutral,0.55,0.419,0.765,4.76e-06,0.873,0.0287,0.132,139.46,-8.684,144.2120256,pop-rock
S139,s6r,5.0,6,pop-rock,She Sells Sanctuary,0.55,0.419,0.765,4.76e-06,0.873,0.0287,0.132,139.46,-8.684,144.2120256,like,0.55,0.419,0.765,4.76e-06,0.873,0.0287,0.132,139.46,-8.684,144.2120256,pop-rock
S139,s31r,2.0,31,electronic,Falaise,0.356,0.0397,0.401,0.434,0.789,0.0467,0.176,142.945,-14.475,20.14415792,dislike,0.55,0.419,0.765,4.76e-06,0.873,0.0287,0.132,139.46,-8.684,144.2120256,pop-rock
S139,s56r,1.0,56,rnb,While We're Young,0.649,0.811,0.791,0.104,1.97e-06,0.193,0.108,128.023,-6.013,17.84613406,dislike,0.55,0.419,0.765,4.76e-06,0.873,0.0287,0.132,139.46,-8.684,144.2120256,pop-rock
S139,s46r,1.0,46,rap,I Need a Girl (Pt. 1) [feat. Usher & Loon],0.66,0.761,0.707,0.397,0.0,0.208,0.211,89.279,-5.758,2.664406824,dislike,0.55,0.419,0.765,4.76e-06,0.873,0.0287,0.132,139.46,-8.684,144.2120256,pop-rock
S139,s18r,2.0,18,classical,Danza Hungara Nº5,0.33,0.33,0.159,0.83,0.4,0.0486,0.145,143.229,-15.943,5.668184706,dislike,0.55,0.419,0.765,4.76e-06,0.873,0.0287,0.132,139.46,-8.684,144.2120256,pop-rock
S139,s1r,2.0,1,pop-rock,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",0.601,0.673,0.703,0.175,8.4e-05,0.0379,0.571,106.164,-6.24,19.36528286,dislike,0.55,0.419,0.765,4.76e-06,0.873,0.0287,0.132,139.46,-8.684,144.2120256,pop-rock
S139,s49r,2.0,49,rap,"Young, Wild & Free (feat. Bruno Mars)",0.553,0.551,0.652,0.0897,0.0,0.206,0.111,94.505,-6.685,1.198655446,dislike,0.55,0.419,0.765,4.76e-06,0.873,0.0287,0.132,139.46,-8.684,144.2120256,pop-rock
S139,s11r,3.0,11,classical,"Requiem in D Minor, K. 626: 3. Sequentia: Dies irae - Live",0.46,0.513,0.387,0.934,0.279,0.0311,0.48,72.376,-13.384,7.68764185,neutral,0.55,0.419,0.765,4.76e-06,0.873,0.0287,0.132,139.46,-8.684,144.2120256,pop-rock
S139,s16r,1.0,16,classical,"Manon Lescaut / Act 2: ""In quelle trine morbide""",0.181,0.0383,0.114,0.987,0.0779,0.0501,0.1,168.13,-17.469,3399.922569,dislike,0.55,0.419,0.765,4.76e-06,0.873,0.0287,0.132,139.46,-8.684,144.2120256,pop-rock
S139,s2r,2.0,2,pop-rock,Beast Of Burden - Remastered,0.783,0.885,0.878,0.39,0.000778,0.0308,0.0426,100.626,-3.864,3.247493243,dislike,0.55,0.419,0.765,4.76e-06,0.873,0.0287,0.132,139.46,-8.684,144.2120256,pop-rock
S140,s49r,3.0,49,rap,"Young, Wild & Free (feat. Bruno Mars)",0.553,0.551,0.652,0.0897,0.0,0.206,0.111,94.505,-6.685,1.198655446,neutral,0.4985,0.3114,0.3807,0.5026,0.4485,0.040150000000000005,0.0862,94.2825,-15.488,442.03471191000006,classical
S140,s33r,1.0,33,electronic,Arguru 2k19,0.702,0.284,0.603,0.0253,0.802,0.0519,0.118,128.0,-7.532,16.6168163,dislike,0.4985,0.3114,0.3807,0.5026,0.4485,0.040150000000000005,0.0862,94.2825,-15.488,442.03471191000006,classical
S140,s5r,2.0,5,pop-rock,Nutshell,0.384,0.159,0.561,0.373,0.253,0.0296,0.0775,136.136,-10.059,1.943766474,dislike,0.4985,0.3114,0.3807,0.5026,0.4485,0.040150000000000005,0.0862,94.2825,-15.488,442.03471191000006,classical
S140,s52r,3.0,52,rnb,Un-Break My Heart - Classic Radio Mix,0.764,0.353,0.966,0.105,4.34e-05,0.0506,0.12,122.674,-6.286,0.040596158,neutral,0.4985,0.3114,0.3807,0.5026,0.4485,0.040150000000000005,0.0862,94.2825,-15.488,442.03471191000006,classical
S140,s4r,4.0,4,pop-rock,Runaway Train,0.613,0.561,0.72,0.0132,0.0,0.0425,0.104,117.341,-7.957,18.64502102,like,0.4985,0.3114,0.3807,0.5026,0.4485,0.040150000000000005,0.0862,94.2825,-15.488,442.03471191000006,classical
S140,s27r,2.0,27,country,Raised on Country,0.572,0.79,0.794,0.395,0.0,0.0455,0.23,148.095,-3.224,2.700564182,dislike,0.4985,0.3114,0.3807,0.5026,0.4485,0.040150000000000005,0.0862,94.2825,-15.488,442.03471191000006,classical
S140,s59r,3.0,59,rnb,"When the Going Gets Tough, The Tough Get Going",0.755,0.932,0.763,0.405,0.0,0.0473,0.318,122.045,-6.318,4.188671489,neutral,0.4985,0.3114,0.3807,0.5026,0.4485,0.040150000000000005,0.0862,94.2825,-15.488,442.03471191000006,classical
S140,s10r,2.0,10,pop-rock,Ramble On - 1990 Remaster,0.468,0.886,0.607,0.072,0.000852,0.0336,0.225,98.429,-11.367,8.623594407,dislike,0.4985,0.3114,0.3807,0.5026,0.4485,0.040150000000000005,0.0862,94.2825,-15.488,442.03471191000006,classical
S140,s55r,2.0,55,rnb,Have You Ever,0.698,0.275,0.533,0.542,0.0,0.0437,0.333,134.001,-6.246,0.446350742,dislike,0.4985,0.3114,0.3807,0.5026,0.4485,0.040150000000000005,0.0862,94.2825,-15.488,442.03471191000006,classical
S140,s17r,3.0,17,classical,Gabriel's Oboe,0.233,0.0675,0.195,0.96,0.914,0.0461,0.0793,61.211,-17.202,155.821534,neutral,0.4985,0.3114,0.3807,0.5026,0.4485,0.040150000000000005,0.0862,94.2825,-15.488,442.03471191000006,classical
S140,s15r,3.0,15,classical,"Water Music Suite No. 1 In F, HWV 348: 2. Adagio e staccato",0.201,0.0842,0.036,0.95,0.891,0.0445,0.116,106.02,-24.204,135.7743758,neutral,0.4985,0.3114,0.3807,0.5026,0.4485,0.040150000000000005,0.0862,94.2825,-15.488,442.03471191000006,classical
S140,s14r,4.0,14,classical,"Organ Sonata No. 4, BWV 528: 2. Andante [Adagio] (Transcr. by August Stradal)",0.384,0.0618,0.0414,0.992,0.897,0.0378,0.0684,71.224,-23.019,865.4244028,like,0.4985,0.3114,0.3807,0.5026,0.4485,0.040150000000000005,0.0862,94.2825,-15.488,442.03471191000006,classical
S140,s32r,1.0,32,electronic,When You Leave - Breathe Carolina Remix,0.679,0.819,0.909,0.0334,0.0,0.105,0.269,119.885,-2.929,18.31688538,dislike,0.4985,0.3114,0.3807,0.5026,0.4485,0.040150000000000005,0.0862,94.2825,-15.488,442.03471191000006,classical
S140,s54r,1.0,54,rnb,Rockin' That Shit,0.672,0.627,0.62,0.123,0.0,0.0422,0.362,78.005,-4.865,15.84948856,dislike,0.4985,0.3114,0.3807,0.5026,0.4485,0.040150000000000005,0.0862,94.2825,-15.488,442.03471191000006,classical
S140,s51r,3.0,51,rnb,A Song for You,0.332,0.0719,0.22,0.821,0.000205,0.036,0.245,100.196,-13.157,1.052024647,neutral,0.4985,0.3114,0.3807,0.5026,0.4485,0.040150000000000005,0.0862,94.2825,-15.488,442.03471191000006,classical
S148,s36r,1.0,36,electronic,Jóga,0.226,0.228,0.699,0.403,5.65e-05,0.065,0.0797,145.852,-6.327,0.054892393,dislike,0.59025,0.53475,0.623,0.1550705,0.063497475,0.050775,0.24232499999999998,122.685,-8.576,12.81756170775,pop-rock
S148,s56r,3.0,56,rnb,While We're Young,0.649,0.811,0.791,0.104,1.97e-06,0.193,0.108,128.023,-6.013,17.84613406,neutral,0.59025,0.53475,0.623,0.1550705,0.063497475,0.050775,0.24232499999999998,122.685,-8.576,12.81756170775,pop-rock
S148,s22r,3.0,22,country,Babe,0.535,0.664,0.777,0.0187,1.62e-06,0.207,0.136,171.72,-3.292,8.649252465,neutral,0.59025,0.53475,0.623,0.1550705,0.063497475,0.050775,0.24232499999999998,122.685,-8.576,12.81756170775,pop-rock
S148,s60r,3.0,60,rnb,Between the Sheets,0.719,0.575,0.377,0.661,0.0,0.0974,0.0902,83.919,-12.585,4.909530227,neutral,0.59025,0.53475,0.623,0.1550705,0.063497475,0.050775,0.24232499999999998,122.685,-8.576,12.81756170775,pop-rock
S148,s1r,4.0,1,pop-rock,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",0.601,0.673,0.703,0.175,8.4e-05,0.0379,0.571,106.164,-6.24,19.36528286,like,0.59025,0.53475,0.623,0.1550705,0.063497475,0.050775,0.24232499999999998,122.685,-8.576,12.81756170775,pop-rock
S148,s42r,4.0,42,rap,HUMBLE.,0.908,0.421,0.621,0.000282,5.39e-05,0.102,0.0958,150.011,-6.638,21.33760309,like,0.59025,0.53475,0.623,0.1550705,0.063497475,0.050775,0.24232499999999998,122.685,-8.576,12.81756170775,pop-rock
S148,s24r,2.0,24,country,Deeper Than the Holler,0.647,0.437,0.482,0.29,0.0,0.0262,0.232,142.648,-8.591,9.361615594,dislike,0.59025,0.53475,0.623,0.1550705,0.063497475,0.050775,0.24232499999999998,122.685,-8.576,12.81756170775,pop-rock
S148,s15r,2.0,15,classical,"Water Music Suite No. 1 In F, HWV 348: 2. Adagio e staccato",0.201,0.0842,0.036,0.95,0.891,0.0445,0.116,106.02,-24.204,135.7743758,dislike,0.59025,0.53475,0.623,0.1550705,0.063497475,0.050775,0.24232499999999998,122.685,-8.576,12.81756170775,pop-rock
S148,s11r,1.0,11,classical,"Requiem in D Minor, K. 626: 3. Sequentia: Dies irae - Live",0.46,0.513,0.387,0.934,0.279,0.0311,0.48,72.376,-13.384,7.68764185,dislike,0.59025,0.53475,0.623,0.1550705,0.063497475,0.050775,0.24232499999999998,122.685,-8.576,12.81756170775,pop-rock
S148,s40r,2.0,40,electronic,Antidote - Radio Edit,0.648,0.633,0.859,0.00645,0.0282,0.111,0.135,128.03,-4.974,78.44312827,dislike,0.59025,0.53475,0.623,0.1550705,0.063497475,0.050775,0.24232499999999998,122.685,-8.576,12.81756170775,pop-rock
S148,s53r,3.0,53,rnb,How You Want It? (feat. King Combs),0.425,0.715,0.706,0.276,0.0,0.193,0.0998,89.331,-2.766,3.104600429,neutral,0.59025,0.53475,0.623,0.1550705,0.063497475,0.050775,0.24232499999999998,122.685,-8.576,12.81756170775,pop-rock
S148,s13r,2.0,13,classical,"Serenade for Strings in C major, Op. 48: II. Walzer: Moderato, tempo di valse",0.241,0.187,0.122,0.925,0.66,0.0497,0.126,66.325,-22.411,59.96761182,dislike,0.59025,0.53475,0.623,0.1550705,0.063497475,0.050775,0.24232499999999998,122.685,-8.576,12.81756170775,pop-rock
S148,s10r,4.0,10,pop-rock,Ramble On - 1990 Remaster,0.468,0.886,0.607,0.072,0.000852,0.0336,0.225,98.429,-11.367,8.623594407,like,0.59025,0.53475,0.623,0.1550705,0.063497475,0.050775,0.24232499999999998,122.685,-8.576,12.81756170775,pop-rock
S148,s5r,4.0,5,pop-rock,Nutshell,0.384,0.159,0.561,0.373,0.253,0.0296,0.0775,136.136,-10.059,1.943766474,like,0.59025,0.53475,0.623,0.1550705,0.063497475,0.050775,0.24232499999999998,122.685,-8.576,12.81756170775,pop-rock
S148,s32r,1.0,32,electronic,When You Leave - Breathe Carolina Remix,0.679,0.819,0.909,0.0334,0.0,0.105,0.269,119.885,-2.929,18.31688538,dislike,0.59025,0.53475,0.623,0.1550705,0.063497475,0.050775,0.24232499999999998,122.685,-8.576,12.81756170775,pop-rock
S150,s11r,1.0,11,classical,"Requiem in D Minor, K. 626: 3. Sequentia: Dies irae - Live",0.46,0.513,0.387,0.934,0.279,0.0311,0.48,72.376,-13.384,7.68764185,dislike,0.5656666666666667,0.6748333333333334,0.6930000000000001,0.15616,1.4328333333333331e-05,0.11628333333333334,0.31446666666666667,110.95183333333334,-6.802,12.970455266333333,rnb
S150,s56r,4.0,56,rnb,While We're Young,0.649,0.811,0.791,0.104,1.97e-06,0.193,0.108,128.023,-6.013,17.84613406,like,0.5656666666666667,0.6748333333333334,0.6930000000000001,0.15616,1.4328333333333331e-05,0.11628333333333334,0.31446666666666667,110.95183333333334,-6.802,12.970455266333333,rnb
S150,s17r,3.0,17,classical,Gabriel's Oboe,0.233,0.0675,0.195,0.96,0.914,0.0461,0.0793,61.211,-17.202,155.821534,neutral,0.5656666666666667,0.6748333333333334,0.6930000000000001,0.15616,1.4328333333333331e-05,0.11628333333333334,0.31446666666666667,110.95183333333334,-6.802,12.970455266333333,rnb
S150,s7r,2.0,7,pop-rock,I'm a Slave 4 U,0.847,0.963,0.843,0.415,0.000134,0.106,0.107,110.027,-3.579,3.761015186,dislike,0.5656666666666667,0.6748333333333334,0.6930000000000001,0.15616,1.4328333333333331e-05,0.11628333333333334,0.31446666666666667,110.95183333333334,-6.802,12.970455266333333,rnb
S150,s53r,4.0,53,rnb,How You Want It? (feat. King Combs),0.425,0.715,0.706,0.276,0.0,0.193,0.0998,89.331,-2.766,3.104600429,like,0.5656666666666667,0.6748333333333334,0.6930000000000001,0.15616,1.4328333333333331e-05,0.11628333333333334,0.31446666666666667,110.95183333333334,-6.802,12.970455266333333,rnb
S150,s1r,4.0,1,pop-rock,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",0.601,0.673,0.703,0.175,8.4e-05,0.0379,0.571,106.164,-6.24,19.36528286,like,0.5656666666666667,0.6748333333333334,0.6930000000000001,0.15616,1.4328333333333331e-05,0.11628333333333334,0.31446666666666667,110.95183333333334,-6.802,12.970455266333333,rnb
S150,s35r,3.0,35,electronic,The Prince,0.61,0.299,0.781,0.00361,0.135,0.0379,0.323,95.003,-5.694,485.3799732,neutral,0.5656666666666667,0.6748333333333334,0.6930000000000001,0.15616,1.4328333333333331e-05,0.11628333333333334,0.31446666666666667,110.95183333333334,-6.802,12.970455266333333,rnb
S150,s34r,2.0,34,electronic,Colours,0.628,0.107,0.814,0.0277,2.34e-05,0.1,0.138,125.016,-5.743,5.17035846,dislike,0.5656666666666667,0.6748333333333334,0.6930000000000001,0.15616,1.4328333333333331e-05,0.11628333333333334,0.31446666666666667,110.95183333333334,-6.802,12.970455266333333,rnb
S150,s13r,1.0,13,classical,"Serenade for Strings in C major, Op. 48: II. Walzer: Moderato, tempo di valse",0.241,0.187,0.122,0.925,0.66,0.0497,0.126,66.325,-22.411,59.96761182,dislike,0.5656666666666667,0.6748333333333334,0.6930000000000001,0.15616,1.4328333333333331e-05,0.11628333333333334,0.31446666666666667,110.95183333333334,-6.802,12.970455266333333,rnb
S150,s6r,1.0,6,pop-rock,She Sells Sanctuary,0.55,0.419,0.765,4.76e-06,0.873,0.0287,0.132,139.46,-8.684,144.2120256,dislike,0.5656666666666667,0.6748333333333334,0.6930000000000001,0.15616,1.4328333333333331e-05,0.11628333333333334,0.31446666666666667,110.95183333333334,-6.802,12.970455266333333,rnb
S150,s3r,4.0,3,pop-rock,Centerfold,0.653,0.888,0.677,0.249,0.0,0.0396,0.403,114.37,-12.244,19.30405677,like,0.5656666666666667,0.6748333333333334,0.6930000000000001,0.15616,1.4328333333333331e-05,0.11628333333333334,0.31446666666666667,110.95183333333334,-6.802,12.970455266333333,rnb
S150,s38r,2.0,38,electronic,IZ-US,0.581,0.315,0.459,0.0398,0.881,0.0314,0.151,119.042,-14.519,4.226005274,dislike,0.5656666666666667,0.6748333333333334,0.6930000000000001,0.15616,1.4328333333333331e-05,0.11628333333333334,0.31446666666666667,110.95183333333334,-6.802,12.970455266333333,rnb
